season,team,games,total_points,ppg,plays,total_epa,mean_epa,total_yards,games_est,yards_per_game,epa_per_play,epa_rank,epa_per_play_pctile,ppg_rank,ppg_pctile,ypg_rank,yards_per_game_pctile
2001,BUF,16,265.0,16.5625,1058,-70.42027906422395,-0.0665598100796067,5139.0,16,321.1875,-0.0665598100796067,22,0.3225806451612903,27,0.16129032258064516,13,0.6129032258064516
2001,CAR,16,253.0,15.8125,1015,-200.93779765827472,-0.1979682735549504,4256.0,16,266.0,-0.1979682735549504,30,0.06451612903225806,29,0.0967741935483871,30,0.06451612903225806
2001,CHI,16,338.0,21.125,1061,-66.58088165294022,-0.0627529516050331,4698.0,16,293.625,-0.0627529516050331,21,0.3548387096774194,11,0.6774193548387096,27,0.16129032258064516
2001,CIN,16,226.0,14.125,1115,-99.63531870696823,-0.0893590302304647,4802.0,16,300.125,-0.0893590302304647,24,0.25806451612903225,31,0.03225806451612903,23,0.2903225806451613
2001,CLE,16,285.0,17.8125,974,-108.5390971746636,-0.1114364447378476,4154.0,16,259.625,-0.1114364447378476,28,0.12903225806451613,25,0.22580645161290322,31,0.03225806451612903
2001,DAL,16,246.0,15.375,981,-123.7320634264572,-0.1261285050218727,4402.0,16,275.125,-0.1261285050218727,29,0.0967741935483871,30,0.06451612903225806,29,0.0967741935483871
2001,DEN,16,340.0,21.25,1085,-45.8376066643988,-0.0422466420870035,4823.0,16,301.4375,-0.0422466420870035,17,0.4838709677419355,10,0.7096774193548387,21,0.3387096774193548
2001,DET,16,270.0,16.875,1083,-111.25940945634078,-0.1027326033761226,4999.0,16,312.4375,-0.1027326033761226,27,0.16129032258064516,26,0.1935483870967742,16,0.5161290322580645
2001,GB,16,390.0,24.375,981,52.54878777065024,0.0535665522636597,5467.0,16,341.6875,0.0535665522636597,5,0.8709677419354839,5,0.8709677419354839,6,0.8387096774193549
2001,IND,16,413.0,25.8125,1059,6.1067939990692,0.005766566571359,5962.0,16,372.625,0.005766566571359,7,0.8064516129032258,2,0.967741935483871,2,0.967741935483871
2001,JAX,16,294.0,18.375,1001,-281.8510127024819,-0.2815694432592227,4842.0,16,302.625,-0.2815694432592227,31,0.03225806451612903,21,0.3387096774193548,20,0.3870967741935484
2001,KC,16,320.0,20.0,1058,13.943609581642042,0.0131792151055217,5679.0,16,354.9375,0.0131792151055217,6,0.8387096774193549,16,0.5161290322580645,5,0.8709677419354839
