coach,qb_id,qb_name,n_with,raw_with,resid_with,n_elsewhere,raw_elsewhere,resid_elsewhere,raw_delta,resid_delta
Dick Jauron,00-0023682,Ryan Fitzpatrick,1,0.1875,-0.3573964853153587,9,0.3541666666666667,-0.1876519384056526,-0.16666666666666669,-0.1697445469097061
Dick LeBeau,00-0009311,Jon Kitna,2,0.2696572580645161,-0.2627530339290266,5,0.4840725806451613,-0.05225791905227388,-0.21441532258064516,-0.2104951148767527
Dick Vermeil,00-0006355,Trent Green,5,0.942741935483871,0.40243224048087506,1,0.65625,0.1454362170087976,0.286491935483871,0.25699602347207745
Dirk Koetter,00-0021231,David Garrard,3,0.7083333333333334,0.15185134991041585,2,0.640625,0.0835497412132884,0.06770833333333337,0.06830160869712745
Dirk Koetter,00-0026143,Matt Ryan,5,0.6125,0.07298669827934674,10,0.628125,0.11853525419240282,-0.015625,-0.04554855591305608
Dirk Koetter,00-0027948,Blaine Gabbert,1,0.0625,-0.2573464427750773,2,0.09375,-0.4071154681016808,-0.03125,0.14976902532660352
Dirk Koetter,00-0031503,Jameis Winston,4,0.59375,0.14189284559625642,3,0.25,-0.2945033127981792,0.34375,0.43639615839443563
Dom Capers,00-0020608,David Carr,4,0.2890625,-0.16279465440374355,1,0.40625,-0.1386464853153587,-0.1171875,-0.024148169088384852
Don Breaux,00-0002110,Mark Brunell,3,0.5104166666666666,-0.014351891783106197,3,0.26848118279569894,-0.28781257467701443,0.2419354838709677,0.27346068289390824
Doug Marrone,00-0020531,Drew Brees,3,0.8854166666666666,0.32722389549246356,16,0.83984375,0.27365413209972167,0.04557291666666663,0.05356976339274189
